basin,aridity1_mean,fracsnow1_mean,seasonality1_mean,low_prec_dur_mean,high_prec_freq,high_prec_dur_mean,prec_mean,pet_mean,basin_area,elev_mean,slope_mean,soil_thickness_mean,porosity_mean,log_permeability_mean,lai_mean_month_max,lai_mean_month_diff,sand_layer_mean,silt_layer_mean,clay_layer_mean,cluster
01539000,0.6484226545006838,0.1258407604103177,0.0104253439855819,3.21163817937392,20.260463938791585,1.1179138321995463,1047.5595567867035,321.7405644044321,698.788096,406.6432272390821,8.131597204487802,0.627237282838339,0.2103703742225964,-14.237036987587258,4.444412693362053,4.053125994345996,25.51267346428845,36.67349595895309,17.47052407058074,0
01542810,-0.0059678639931082,0.1551091631115178,0.0809309614143598,2.7737378415933303,16.89695052870091,1.101123595505618,1076.125,300.2135009765625,13.39785025,573.8637236084453,13.154576387862212,0.6241666873296102,0.2128571442195345,-14.42857129233224,5.0105595703125,4.698716186523438,29.37300250625087,31.38574520103454,15.607733803664384,0
01543000,-0.0058406135353297,0.1600865373261124,0.0538375606568578,2.783788774002954,16.39741401942767,1.1011959521619137,1075.2891344383056,305.27238720073666,703.6671756,539.0425652563611,12.892791207927903,0.6284530386740331,0.2236734727511599,-14.041836631541347,5.012623466479908,4.658772761302164,27.57174643890264,32.48620719248819,17.41572269468989,0
01543500,0.2478843428100078,0.1554296055276034,0.0509376677185003,2.7994806158412167,16.698786708172374,1.1021699819168174,1081.4367272727272,309.50025,1777.264153,529.6858239772406,11.48928057057505,0.6655418146306818,0.2140939615216829,-14.365436115520913,5.058986837048424,4.691227871589162,27.175342509774094,31.98290391971027,18.41469791819316,0
01544500,-0.0059283727273584,0.165498878523753,0.052843271498873,2.953553441522104,18.2467464276338,1.1137123745819395,1012.8479427549196,299.0170784883721,354.5137758,587.549488426094,13.160166425470331,0.6049732078593191,0.2272500051185488,-13.80999994277954,4.902980035055705,4.542471539749808,33.18707753418588,28.750717620369585,14.83543649320567,0
01545600,-0.0063633231593319,0.1545209642546104,0.0682887095922084,3.004482189195565,19.034932024169187,1.1062124248496994,1016.679347826087,304.61092476222825,119.137937,564.0964252879779,11.301917813899486,0.657880451368249,0.2241176515817641,-13.92352934444652,5.034606877853882,4.590365530911102,32.24109802819128,29.270589649139016,15.633489486345722,0
01547700,0.8583437132794075,0.1410756529197228,0.0454709483428129,3.192388122124634,19.790842595619484,1.1124161073825505,1028.6823529411763,334.1423023897059,112.3259232,401.698810829533,11.182495350690754,0.6429166339692616,0.1845833351835607,-14.895833293596905,4.7295787001533744,4.363768932131902,29.138123499410423,32.975748294168035,18.09770747543527,0
01548500,-0.0051666702541894,0.1678358114074895,0.0863394125497515,2.915304606240713,17.849482428833962,1.1146278870829769,953.7638483965014,297.03623490212414,1543.020377,578.6229355431861,10.68458531867055,0.6516368632413903,0.239938656519527,-13.47546006419176,4.832214373734707,4.466530647610246,29.07424682778793,31.55110971872045,19.934209107724584,0
01549500,-0.0058814990236705,0.1480106308792501,0.0621161972158949,3.071253534401508,18.73990173648877,1.114914425427873,954.4901960784314,304.315997753268,99.22330728,543.317630264097,10.89978070612131,0.6679738861283445,0.2357142908232551,-13.657142775399343,4.62812445671071,4.284717475986614,34.890821111953606,28.121867520920382,15.592538129367192,0
01550000,-0.0057231211532771,0.1433392383246385,0.0658827619335808,3.052908067542214,18.8357930465439,1.1187957689178194,963.4404591104736,304.65936603299855,447.3453449,531.3012748568304,10.149612485214414,0.6678504825009736,0.243623195135075,-13.35942023733388,4.892137066077954,4.523140635705314,34.93729306158078,29.42693081556853,14.5953057541667,0
01552000,0.0428617515974251,0.1401424609584781,0.0616021129909895,3.0321549454682213,18.931684356599032,1.119935170178282,1009.0147058823528,306.53980486425337,1138.670273,512.2899032938926,8.133536663692512,0.663408027504975,0.1988811222510737,-14.491608359596944,4.913204014379868,4.478240291716597,39.75652628400877,26.35085266435919,12.710296426464902,0
01552500,0.3022570524500443,0.1344943844116474,0.0329689271983426,3.103271205781666,19.34264711397817,1.113564668769716,1050.8387096774193,301.76663306451616,61.48219236,568.5836918879211,9.743937169226797,0.6850588181439567,0.2357142908232551,-13.657142775399343,5.241410619407159,4.828745182728607,30.88966773164512,31.43975137967062,13.975105267392712,0
01557500,0.8243787909292728,0.1378098002521825,0.0618709810189333,3.074081163859112,18.767299253647376,1.1174551386623164,1028.155172413793,327.93525502873564,115.4906513,496.9258925046529,9.311273194627155,0.7196551794293283,0.1413541654668127,-15.329166650772097,4.937648184273709,4.608911865527461,32.10969317921612,29.44889058394558,17.585939784974816,0
01567500,0.2607689728956419,0.1121001836273624,0.0348590041305576,3.4627921938666093,20.558823529411764,1.1265108783239324,1041.5762711864406,364.5289327330509,38.74180743,278.7522393104614,7.042192528810216,0.7240677526441671,0.1099999979552294,-14.900000042385525,3.6983117412320143,3.3245837314523383,22.07263832832454,34.07577803384015,22.06532557491561,0
01568000,0.2560225513948046,0.102780395079932,0.0427502973831725,3.530744336569579,20.411150283163938,1.1245283018867924,1054.00736196319,363.7517254601227,533.6115225,309.69826940319587,8.58645031411483,0.7580123058857362,0.1022222202478183,-15.358333402209812,4.310114102814699,3.896116299762185,31.28729478802745,30.152635240754467,19.215243238229792,0
01580000,1.0299680927554735,0.0698452676166496,0.0920545362683963,3.5590024330900243,21.054991936391254,1.1293166789125644,1111.0756756756757,394.0341216216216,243.6862864,197.464271175401,4.470469314605432,0.9050269874366554,0.009999999776483,-14.100000381469728,3.192771076208981,2.858421600640472,27.1374592007022,31.61031463760003,18.69964057475355,0
01583500,0.7680815075244776,0.0668107388987118,0.0768805224112172,3.619057377049181,21.644038555301357,1.1221590909090908,1117.8297872340424,402.5592420212766,155.9950759,170.12883487719895,4.362753004118445,0.9147658977102726,0.0183333329235516,-13.71666701634725,3.5255482086702608,3.12691324650438,28.43581284067548,31.099773357423818,17.81285626633466,0
01591400,0.9696423341522348,0.0618102565759276,0.0887001764488665,3.7501779359430607,21.53454093976824,1.1348039215686274,1090.3932584269662,408.9814782303371,59.28289826,170.28531968592262,2.8027884491219006,0.9749438682298982,0.009999999776483,-14.100000381469728,2.6555474752511823,2.250568709136747,31.348724992512256,29.3418127423878,15.836531576033607,3
01596500,0.8370780483997138,0.149461034755505,0.0119327131402442,2.977846272394529,17.424820912875518,1.1167690956979808,1069.5820105820103,324.2605613425926,125.7326722,758.4681758357463,10.833885933615315,0.6643386114211309,0.1790909089825369,-15.181818095120516,4.611552025139665,4.215916222939945,30.386178088052947,30.733095424659407,17.28234323584717,0
01605500,0.0221100992601834,0.137685543405001,0.0414256273076043,3.128757911392405,17.01385815549638,1.144700460829493,1049.876989869754,345.00741678726484,464.6928069,873.4194164364142,13.303757930697902,0.6560202569588911,0.162571429514459,-14.168571417672291,4.369212465459012,3.8909440244089657,28.065240730441804,32.81372584004635,18.08179393054381,0
01606500,0.3918048430531973,0.142470452625916,0.0546106944863121,2.917722752973289,15.822066159096876,1.119186046511628,1088.331428571429,337.7513169642857,936.1793489,861.7248184322565,16.83286397857723,0.6289399120876575,0.1681512609562451,-14.111764667414818,4.783230366889024,4.34484038621892,28.03941177520522,32.18753156178426,19.296089946931318,0
01620500,0.2101812395882048,0.1185325375108324,0.0352172410773048,3.630329762654904,19.27415332108165,1.1551724137931034,1102.6875,340.72235107421875,43.02091812,963.6350187852224,16.01333281295033,0.6270312666893005,0.1846153822082737,-15.29999982393705,4.802652189047031,4.12781325739996,29.06878343192828,28.36894969468392,20.03619531879622,0
01632000,0.2458920010832958,0.1083383458787786,0.0543067453259755,3.6934061318773614,19.27415332108165,1.1580246913580248,951.141451414514,374.6400292127921,545.1523957,605.1727947055712,13.33727189367868,0.6520345971939412,0.1592105253550565,-14.878947308188993,4.77719970703125,4.16697743733724,28.68755388980404,34.15653209126894,18.003110793523998,0
01632900,1.1453079701399778,0.1069815704005358,0.0091285369064776,3.903690596562184,20.403676308235816,1.165898617511521,964.7906336088156,404.7700585399449,242.5111848,423.00595815435776,6.4769375850051,0.8577900248996461,0.1246666684746738,-12.213333447774252,3.1384973453115816,2.6566281093841857,25.603114327869843,31.677291340234945,22.08744922093808,3
01634500,0.0886407314048483,0.1098335785840911,0.0623172438595128,3.666388657214345,19.972790008626188,1.145326001571092,977.425692695214,385.5415617128464,264.4486091,421.7017357957412,9.5777928928588,0.7397228788668924,0.1633333336900579,-14.909090880191687,4.959333064949007,4.383646168813741,26.262512328021256,33.81102000431965,20.219896733037203,0
01639500,0.8727932561397702,0.0811352585854145,0.0211762121107956,3.670239076669415,21.383762142294565,1.1336238198983295,1073.0323383084576,396.48911691542287,266.7913425,197.71243767519164,3.8874584646478487,0.9157711807175062,0.0958064531967523,-12.76451627669796,2.8111797941832983,2.468723842075893,23.685331373077435,34.67605540269529,19.39968377054552,3
01644000,0.3957136800033065,0.0716612121673529,0.0253097384120781,3.7929006511237136,21.000196902074038,1.1509009009009008,1033.171473109899,415.35960639127046,859.2315689,186.71266887427515,4.647660555597933,0.9151519989465609,0.0619852954713521,-13.74852965859806,3.3250631078964723,2.905531374927877,27.979395238764287,31.38337299194876,20.15627592773222,3
01658500,1.2309189881096485,0.053085431307759,0.0257514015196461,3.84676007005254,21.67584737593028,1.1416913946587537,1016.548387096774,437.0590977822581,19.69302582,111.32980310262528,2.524518291963724,1.0074194015995148,0.084285717191441,-13.642857415335518,5.302387978374095,4.69923927196558,24.23495278213552,32.19006817286296,19.56173766087652,0
01664000,0.1752760117703474,0.0720421337367983,0.0592917926242868,3.786999788270167,20.726221730487943,1.166538164996145,1055.5643066610808,418.3157991202346,1605.692624,240.55356411734724,6.598011250784864,0.8515751826298701,0.0410493829483054,-13.97530891277172,4.204205974842767,3.679242134212508,25.187116261861792,30.82407685838516,23.67694872975705,0
01666500,0.0316539131260089,0.0783149410563904,0.0776741335241995,3.7706032285471536,20.52074035179837,1.1594427244582044,1092.6883116883116,422.38257575757575,463.224622,268.4099442055097,7.179404883917829,0.8522222609747023,0.0475409841012273,-13.97213143207988,4.114055773370234,3.571032069207411,25.422190102979272,29.298456738075345,23.972397610018454,0
01667500,0.0493267607592849,0.0747870375754125,0.059152598009468,3.8121251071122537,20.411150283163938,1.1505791505791505,1103.292873051225,425.5281876391982,1208.898195,266.03027431921794,6.857929641557944,0.8662026454186387,0.0696590923577211,-13.823863874782216,3.989433434659426,3.440851554199622,25.08850881331728,29.09333508407592,25.21305598846976,0
01669000,0.4672388075465924,0.033597754817215,0.0689841405927761,3.867049469964664,21.492750549492925,1.1262924667651404,1091.6509433962265,465.81876474056605,73.11111712,39.95965909090909,2.4641329358294866,0.0,0.219999998807907,-13.0,4.283457494441699,3.4762535125370557,31.23027121481016,25.592689263022056,19.392364159890068,3
02011400,-0.009911853529852,0.110869305007907,-0.0038701866249336,3.263901689708141,18.541666666666668,1.1483870967741936,1101.8848684210527,357.7130705180921,407.1636171,814.9489811145562,12.157850762516151,0.7237335004304585,0.1449999998916278,-14.927272709933192,4.672135781907434,4.15665791686755,25.79020732108774,33.019708271738715,22.1581391280468,0
02011460,-0.0097820330071896,0.1231082313785142,0.0192734605440004,2.9907738095238097,17.645833333333332,1.1415094339622642,1151.7347826086957,337.2179347826087,157.2080844,944.983066832426,16.501007931914447,0.6379130487856658,0.1670833313837646,-15.574999888737995,4.722338536970244,4.2496840481289455,28.72159583175437,32.47753849173272,17.44168051347331,0
02013000,-0.0043841486823347,0.0996615459072241,-0.0213092127259295,3.4080589077520966,19.164563252447213,1.156198347107438,1038.6569579288025,382.220595671521,419.5821355,697.2401690168207,14.473278832595184,0.6772491553840514,0.1623999986797569,-15.033999919891356,4.792781153383717,4.261630822472948,23.72384990400372,33.98161937057251,23.64536149281624,0
02014000,0.0144950289427277,0.0924865511358346,0.001537499479504,3.4519191085431284,19.424839665454,1.1632485643970467,1031.9025641025642,382.3948183760684,396.3804074,734.6188611855209,12.621232465562995,0.7201539129273504,0.17882353111225,-14.570588205374923,4.915501794149709,4.3838447393373,24.75244480538927,32.625334220936445,24.076234185953904,0
